id,label
1009,2
1010,5
1011,5
1012,0
1013,3
1014,14
1015,5
1016,1
1017,13
1018,2
1019,3
1020,0
1021,13
1022,3
1023,13
1024,5
1025,14
1026,7
1027,7
1028,2
1029,13
1030,5
1031,9
1032,0
1033,5
1034,8
1035,2
1036,13
1037,3
1038,13
1039,5
1040,9
1041,5
1042,3
1043,0
1044,3
1045,8
1046,5
1047,5
1048,14
1049,3
1050,5
1051,2
1052,5
1053,13
1054,5
1055,0
1056,0
1057,2
1058,11
1059,2
1060,7
1061,2
1062,13
1063,13
1064,8
1065,10
1066,13
1067,13
1068,8
1069,8
1070,2
1071,3
1072,3
1073,0
1074,5
1075,8
1076,3
1077,12
1078,2
1079,14
1080,0
1081,5
1082,5
1083,8
1084,5
1085,5
1086,13
1087,13
1088,2
1089,0
1090,13
1091,7
1092,3
1093,5
1094,8
1095,2
1096,5
1097,13
1098,5
1099,0
1100,1
1101,9
1102,13
1103,2
1104,2
1105,2
1106,0
1107,13
1108,2
1109,8
1110,8
1111,7
1112,5
1113,13
1114,3
1115,2
1116,5
1117,14
1118,5
1119,13
1120,8
1121,14
1122,2
1123,13
1124,3
1125,0
1126,3
1127,3
1128,2
1129,5
1130,0
1131,14
1132,13
1133,13
1134,12
1135,2
1136,8
1137,8
1138,3
1139,3
1140,13
1141,3
1142,8
1143,5
1144,5
1145,7
1146,5
1147,5
1148,8
1149,3
1150,5
1151,0
1152,2
1153,8
1154,13
1155,3
1156,7
1157,3
1158,8
1159,2
1160,3
1161,2
1162,0
1163,8
1164,14
1165,2
1166,3
1167,3
1168,2
1169,3
1170,3
1171,8
1172,13
1173,1
1174,3
1175,5
1176,5
1177,7
1178,0
1179,13
1180,13
1181,12
1182,3
1183,9
1184,13
1185,2
1186,10
1187,2
1188,3
1189,2
1190,5
1191,3
1192,1
1193,0
1194,3
1195,3
1196,5
1197,2
1198,9
1199,0
1200,0
1201,7
1202,9
1203,2
1204,0
1205,8
1206,4
1207,7
1208,8
1209,13
1210,3
1211,3
1212,5
1213,0
1214,0
1215,13
1216,0
1217,3
1218,2
1219,5
1220,2
1221,8
1222,5
1223,0
1224,6
1225,8
1226,2
1227,8
1228,8
1229,2
1230,0
1231,13
1232,8
1233,13
1234,0
1235,14
1236,5
1237,0
1238,8
1239,5
1240,7
1241,7
1242,0
1243,4
1244,3
1245,5
1246,3
1247,2
1248,2
1249,13
1250,5
1251,13
1252,5
1253,7
1254,0
1255,4
1256,5
1257,3
1258,13
1259,0
1260,5
1261,1
1262,2
1263,3
1264,2
1265,0
1266,2
1267,3
1268,8
1269,14
1270,0
1271,2
1272,8
1273,8
1274,0
1275,3
1276,0
1277,5
1278,13
1279,5
1280,3
1281,5
1282,8
1283,5
1284,13
1285,0
1286,2
1287,2
1288,13
1289,5
1290,8
1291,2
1292,6
1293,5
1294,11
1295,3
1296,8
1297,5
1298,3
1299,1
1300,5
1301,10
1302,5
1303,0
1304,0
1305,0
1306,3
1307,8
1308,8
1309,0
1310,3
1311,2
1312,3
1313,0
1314,8
1315,13
1316,5
1317,2
1318,3
1319,13
1320,0
1321,13
1322,13
1323,10
1324,13
1325,8
1326,8
1327,3
1328,9
1329,8
1330,3
1331,3
1332,13
1333,2
1334,1
1335,3
1336,0
1337,2
1338,3
1339,0
1340,2
1341,3
1342,1
1343,8
1344,8
1345,3
1346,0
1347,9
1348,14
1349,3
1350,0
1351,5
1352,2
1353,0
1354,8
1355,5
1356,1
1357,12
1358,5
1359,5
1360,2
1361,8
1362,3
1363,0
1364,8
1365,2
1366,1
1367,2
1368,3
1369,0
1370,5
1371,2
1372,3
1373,8
1374,0
1375,3
1376,14
1377,5
1378,4
1379,3
1380,6
1381,2
1382,2
1383,5
1384,2
1385,0
1386,8
1387,3
1388,3
1389,13
1390,3
1391,5
1392,3
1393,2
1394,8
1395,2
1396,1
1397,2
1398,8
1399,6
1400,3
1401,14
1402,5
1403,5
1404,14
1405,0
1406,3
1407,3
1408,13
1409,2
1410,8
1411,2
1412,0
1413,7
1414,13
1415,0
1416,0
1417,2
1418,3
1419,6
1420,1
1421,13
1422,0
1423,3
1424,5
1425,2
1426,2
1427,5
1428,0
1429,3
1430,5
1431,3
1432,3
1433,3
1434,3
1435,3
1436,3
1437,5
1438,8
1439,8
1440,2
1441,8
1442,3
1443,10
1444,0
1445,0
1446,0
1447,2
1448,5
1449,8
1450,2
1451,6
1452,13
1453,3
1454,8
1455,4
1456,13
1457,1
1458,0
1459,8
1460,0
1461,5
1462,4
1463,0
1464,0
1465,3
1466,3
1467,5
1468,0
1469,3
1470,6
1471,3
1472,3
1473,5
1474,0
1475,2
1476,2
1477,13
1478,0
1479,12
1480,5
1481,3
1482,2
1483,3
1484,2
1485,5
1486,4
1487,8
1488,2
1489,3
1490,5
1491,5
1492,5
1493,13
1494,0
1495,3
1496,1
1497,8
1498,0
1499,13
1500,5
1501,2
1502,2
1503,2
1504,0
1505,8
1506,2
1507,3
1508,13
1509,14
1510,13
1511,13
1512,3
1513,14
1514,3
1515,3
1516,2
1517,5
1518,0
1519,8
1520,2
1521,0
1522,7
1523,13
1524,5
1525,3
1526,8
1527,5
1528,5
1529,8
1530,2
1531,8
1532,2
1533,13
1534,13
1535,3
1536,0
1537,5
1538,4
1539,5
1540,13
1541,2
1542,2
1543,3
1544,5
1545,8
1546,5
1547,0
1548,3
1549,5
1550,10
1551,2
1552,8
1553,8
1554,13
1555,10
1556,5
1557,3
1558,2
1559,13
1560,8
1561,5
1562,3
1563,3
1564,0
1565,5
1566,3
1567,5
1568,5
1569,5
1570,2
1571,0
1572,3
1573,0
1574,8
1575,2
1576,13
1577,0
1578,0
1579,0
1580,0
1581,8
1582,3
1583,5
1584,10
1585,13
1586,0
1587,8
1588,0
1589,0
1590,0
1591,2
1592,0
1593,13
1594,0
1595,0
1596,3
1597,13
1598,7
1599,2
1600,1
1601,3
1602,7
1603,8
1604,2
1605,0
1606,2
1607,8
1608,0
1609,3
1610,9
1611,3
1612,5
1613,5
1614,2
1615,0
1616,0
1617,4
1618,13
1619,5
1620,3
1621,13
1622,7
1623,2
1624,8
1625,0
1626,3
1627,2
1628,12
1629,5
1630,9
1631,8
1632,5
1633,5
1634,0
1635,2
1636,8
1637,4
1638,8
1639,8
1640,3
1641,0
1642,2
1643,5
1644,3
1645,5
1646,5
1647,14
1648,5
1649,3
1650,3
1651,8
1652,5
1653,3
1654,5
1655,0
1656,3
1657,5
1658,13
1659,13
1660,13
1661,2
1662,13
1663,13
1664,13
1665,5
1666,8
1667,0
1668,10
1669,0
1670,2
1671,0
1672,2
1673,13
1674,0
1675,13
1676,5
1677,0
1678,14
1679,3
1680,2
1681,2
1682,13
1683,0
1684,8
1685,13
1686,8
1687,8
1688,3
1689,13
1690,0
1691,5
1692,9
1693,5
1694,0
1695,0
1696,5
1697,5
1698,0
1699,8
1700,0
1701,3
1702,5
1703,0
1704,13
1705,8
1706,3
1707,3
1708,7
1709,7
1710,8
1711,3
1712,7
1713,10
1714,5
1715,3
1716,13
1717,13
1718,3
1719,0
1720,3
1721,7
1722,2
1723,0
1724,3
1725,5
1726,3
1727,5
1728,8
1729,5
1730,0
1731,13
1732,8
1733,8
1734,2
1735,13
1736,5
1737,0
1738,13
1739,12
1740,13
1741,0
1742,14
1743,13
1744,8
1745,2
1746,5
1747,0
1748,9
1749,5
1750,2
1751,0
1752,8
1753,3
1754,3
1755,0
1756,0
1757,2
1758,7
1759,3
1760,8
1761,5
1762,3
1763,5
1764,5
1765,13
1766,3
1767,0
1768,0
1769,2
1770,6
1771,8
1772,2
1773,3
1774,13
1775,13
1776,2
1777,0
1778,13
1779,3
1780,0
1781,2
1782,8
1783,2
1784,0
1785,5
1786,2
1787,3
1788,5
1789,8
1790,12
1791,3
1792,2
1793,6
1794,2
1795,3
1796,2
1797,8
1798,5
1799,8
1800,14
1801,0
1802,8
1803,14
1804,1
1805,8
1806,5
1807,0
1808,8
1809,5
1810,11
1811,14
1812,13
1813,3
1814,5
1815,5
1816,8
1817,3
1818,8
1819,2
1820,8
1821,0
1822,13
1823,0
1824,13
1825,0
1826,14
1827,13
1828,0
1829,8
1830,13
1831,8
1832,5
1833,3
1834,3
1835,0
1836,8
1837,13
1838,5
1839,2
1840,13
1841,2
1842,0
1843,3
1844,3
1845,5
1846,8
1847,6
1848,4
1849,13
1850,2
1851,2
1852,0
1853,0
1854,8
1855,7
1856,14
1857,0
1858,3
1859,3
1860,5
1861,10
1862,2
1863,6
1864,2
1865,13
1866,0
1867,2
1868,3
1869,5
1870,5
1871,4
1872,8
1873,2
1874,3
1875,3
1876,13
1877,2
1878,5
1879,5
1880,13
1881,0
1882,13
1883,5
1884,3
1885,3
1886,8
1887,5
1888,8
1889,12
1890,13
1891,2
1892,0
1893,0
1894,0
1895,5
1896,2
1897,3
1898,8
1899,7
1900,5
1901,2
1902,12
1903,13
1904,0
1905,5
1906,0
1907,0
1908,5
1909,5
1910,2
1911,5
1912,2
1913,3
1914,3
1915,4
1916,2
1917,3
1918,2
1919,0
1920,13
1921,2
1922,13
1923,5
1924,5
1925,13
1926,0
1927,5
1928,0
1929,0
1930,8
1931,5
1932,2
1933,13
1934,13
1935,2
1936,3
1937,8
1938,5
1939,2
1940,12
1941,8
1942,2
1943,8
1944,2
1945,13
1946,13
1947,8
1948,8
1949,5
1950,13
1951,3
1952,3
1953,13
1954,3
1955,8
1956,5
1957,0
1958,3
1959,2
1960,3
1961,8
1962,8
1963,13
1964,0
1965,3
1966,5
1967,13
1968,8
1969,13
1970,8
1971,13
1972,8
1973,5
1974,5
1975,5
1976,2
1977,14
1978,5
1979,13
1980,7
1981,3
1982,13
1983,8
1984,5
1985,13
1986,9
1987,8
1988,6
1989,13
1990,2
1991,0
1992,8
1993,0
1994,3
1995,8
1996,3
1997,0
1998,0
1999,8
2000,13
2001,2
2002,7
2003,2
2004,8
2005,3
2006,3
2007,3
2008,5
2009,13
2010,8
2011,13
2012,0
2013,8
2014,0
2015,9
2016,14
2017,5
2018,9
2019,5
2020,8
2021,0
2022,0
2023,3
2024,8
2025,8
2026,3
2027,3
2028,0
2029,5
2030,2
2031,8
2032,13
2033,5
2034,9
2035,2
2036,5
2037,5
2038,3
2039,8
2040,3
2041,10
2042,3
2043,5
2044,0
2045,9
2046,5
2047,5
2048,13
2049,3
2050,3
2051,3
2052,5
2053,13
2054,3
2055,2
2056,5
2057,13
2058,13
2059,3
2060,13
2061,13
2062,2
2063,5
2064,5
2065,0
2066,2
2067,5
2068,0
2069,13
2070,5
2071,8
2072,9
2073,2
2074,5
2075,2
2076,3
2077,0
2078,8
2079,3
2080,0
2081,0
2082,5
2083,5
2084,0
2085,13
2086,5
2087,0
2088,3
2089,0
2090,2
2091,13
2092,2
2093,5
2094,1
2095,0
2096,13
2097,8
2098,1
2099,9
2100,2
2101,3
2102,2
2103,13
2104,0
2105,3
2106,3
2107,13
2108,3
2109,5
2110,0
2111,0
2112,2
2113,8
2114,0
2115,0
2116,5
2117,3
2118,5
2119,0
2120,2
2121,8
2122,5
2123,2
2124,3
2125,0
2126,9
2127,3
2128,0
2129,2
2130,13
2131,2
2132,13
2133,5
2134,0
2135,2
2136,4
2137,2
2138,5
2139,8
2140,3
2141,3
2142,2
2143,8
2144,7
2145,4
2146,0
2147,2
2148,0
2149,0
2150,8
2151,2
2152,8
2153,9
2154,0
2155,5
2156,2
2157,0
2158,7
2159,13
2160,0
2161,6
2162,13
2163,8
2164,3
2165,13
2166,0
2167,5
2168,5
2169,13
2170,3
2171,6
2172,2
2173,2
2174,3
2175,5
2176,5
2177,5
2178,5
2179,0
2180,7
2181,8
2182,3
2183,5
2184,3
2185,8
2186,5
2187,8
2188,8
2189,0
2190,9
2191,5
2192,13
2193,0
2194,13
2195,3
2196,5
2197,0
2198,3
2199,2
2200,5
2201,2
2202,5
2203,8
2204,3
2205,7
2206,3
2207,3
2208,0
2209,13
2210,1
2211,5
2212,0
2213,5
2214,13
2215,0
2216,13
2217,8
2218,9
2219,3
2220,7
2221,2
2222,5
2223,2
2224,2
2225,8
2226,3
2227,5
2228,3
2229,2
2230,0
2231,5
2232,13
2233,13
2234,2
2235,8
2236,13
2237,3
2238,5
2239,3
2240,3
2241,3
2242,2
2243,13
2244,0
2245,5
2246,2
2247,3
2248,5
2249,8
2250,13
2251,3
2252,5
2253,13
2254,3
2255,8
2256,3
2257,13
2258,5
2259,0
2260,8
2261,8
2262,3
2263,2
2264,0
2265,8
2266,3
2267,13
2268,5
2269,0
2270,5
2271,3
2272,5
2273,2
2274,8
2275,7
2276,7
2277,3
2278,6
2279,3
2280,2
2281,2
2282,5
2283,2
2284,3
2285,0
2286,0
2287,2
2288,0
2289,3
2290,0
2291,0
2292,0
2293,5
2294,13
2295,2
2296,5
2297,13
2298,0
2299,8
2300,14
2301,14
2302,0
2303,5
2304,5
2305,0
2306,8
2307,2
2308,7
2309,2
2310,3
2311,5
2312,2
2313,8
2314,0
2315,3
2316,5
2317,0
2318,8
2319,5
2320,3
2321,13
2322,5
2323,3
2324,13
2325,2
2326,0
2327,3
2328,8
2329,7
2330,0
2331,13
2332,3
2333,2
2334,13
2335,5
2336,0
2337,5
2338,13
2339,0
2340,5
2341,2
2342,8
2343,5
2344,5
2345,13
2346,8
2347,5
2348,3
2349,3
2350,0
2351,0
2352,9
2353,13
2354,2
2355,13
2356,0
2357,5
2358,5
2359,13
2360,13
2361,13
2362,0
2363,3
2364,13
2365,2
2366,0
2367,13
2368,8
2369,13
2370,0
2371,0
2372,10
2373,0
2374,3
2375,13
2376,2
2377,13
2378,8
2379,0
2380,2
2381,8
2382,3
2383,12
2384,2
2385,3
2386,5
2387,5
2388,8
2389,1
2390,13
2391,13
2392,13
2393,5
2394,13
2395,3
2396,0
2397,8
2398,8
2399,9
2400,2
2401,0
2402,8
2403,0
2404,5
2405,0
2406,5
2407,3
2408,5
2409,0
2410,8
2411,5
2412,2
2413,0
2414,13
2415,8
2416,5
2417,1
2418,2
2419,7
2420,0
2421,2
2422,8
2423,2
2424,13
2425,2
2426,13
2427,5
2428,8
2429,2
2430,3
2431,2
2432,13
2433,2
2434,13
2435,0
2436,0
2437,8
2438,13
2439,5
2440,13
2441,3
2442,3
2443,0
2444,0
2445,13
2446,2
2447,2
2448,13
2449,2
2450,8
2451,2
2452,13
2453,13
2454,3
2455,13
2456,2
2457,3
2458,8
2459,5
2460,8
2461,13
2462,8
2463,0
2464,6
2465,3
2466,0
2467,13
2468,5
2469,13
2470,13
2471,4
2472,2
2473,13
2474,0
2475,5
2476,0
2477,13
2478,0
2479,13
2480,14
2481,9
2482,13
2483,8
2484,3
2485,5
2486,13
2487,5
2488,3
2489,5
2490,2
2491,8
2492,3
2493,8
2494,2
2495,3
2496,5
2497,13
2498,5
2499,3
2500,7
2501,0
2502,13
2503,14
2504,8
2505,0
2506,3
2507,13
2508,5
2509,0
2510,0
2511,2
2512,13
2513,8
2514,0
2515,9
2516,8
2517,5
2518,8
2519,5
2520,0
2521,2
2522,3
2523,3
2524,5
2525,3
2526,12
2527,0
2528,7
2529,5
2530,5
2531,3
2532,5
2533,5
2534,1
2535,8
2536,13
2537,3
2538,13
2539,8
2540,8
2541,8
2542,8
2543,13
2544,5
2545,7
2546,0
2547,5
2548,0
2549,5
2550,13
2551,5
2552,3
2553,8
2554,5
2555,5
2556,0
2557,13
2558,7
2559,0
2560,0
2561,13
2562,3
2563,2
2564,8
2565,14
2566,5
2567,5
2568,3
2569,8
2570,5
2571,5
2572,13
2573,8
2574,10
2575,0
2576,3
2577,3
2578,3
2579,8
2580,6
2581,2
2582,0
2583,13
2584,3
2585,5
2586,2
2587,14
2588,2
2589,0
2590,0
2591,4
2592,3
2593,7
2594,3
2595,5
2596,13
2597,5
2598,0
2599,14
2600,3
2601,5
2602,0
2603,0
2604,13
2605,14
2606,5
2607,11
2608,8
2609,13
2610,0
2611,8
2612,1
2613,2
2614,8
2615,0
2616,5
2617,2
2618,5
2619,14
2620,2
2621,8
2622,2
2623,5
2624,3
2625,8
2626,8
2627,0
2628,7
2629,0
2630,3
2631,4
2632,5
2633,13
2634,2
2635,3
2636,3
2637,0
2638,14
2639,6
2640,8
2641,13
2642,2
2643,13
2644,5
2645,14
2646,2
2647,2
2648,5
2649,8
2650,3
2651,8
2652,2
2653,12
2654,3
2655,2
2656,8
2657,7
2658,13
2659,2
2660,0
2661,8
2662,3
2663,14
2664,2
2665,8
2666,8
2667,7
2668,3
2669,4
2670,13
2671,13
2672,11
2673,5
2674,3
2675,8
2676,13
2677,0
2678,0
2679,0
2680,3
2681,8
2682,13
2683,3
2684,9
2685,13
2686,14
2687,5
2688,3
2689,13
2690,8
2691,0
2692,13
2693,13
2694,8
2695,5
2696,2
2697,5
2698,13
2699,0
2700,13
2701,3
2702,7
2703,2
2704,2
2705,2
2706,0
2707,0
2708,13
2709,0
2710,8
2711,5
2712,2
2713,13
2714,8
2715,2
2716,2
2717,2
2718,0
2719,8
2720,0
2721,8
2722,14
2723,8
2724,8
2725,14
2726,3
2727,3
2728,0
2729,13
2730,5
2731,0
2732,13
2733,8
2734,2
2735,14
2736,0
2737,13
2738,3
2739,12
2740,5
2741,1
2742,13
2743,6
2744,13
2745,3
2746,7
2747,8
2748,2
2749,14
2750,5
2751,2
2752,0
2753,0
2754,5
2755,13
2756,8
2757,5
2758,13
2759,7
2760,3
2761,3
2762,5
2763,11
2764,8
2765,5
2766,3
2767,2
2768,13
2769,0
2770,0
2771,2
2772,8
2773,2
2774,5
2775,9
2776,1
2777,0
2778,13
2779,5
2780,5
2781,5
2782,13
2783,14
2784,3
2785,5
2786,13
2787,14
2788,7
2789,3
2790,2
2791,7
2792,5
2793,0
2794,13
2795,0
2796,8
2797,9
2798,5
2799,5
2800,5
2801,0
2802,0
2803,7
2804,4
2805,2
2806,3
2807,0
2808,3
2809,5
2810,3
2811,0
2812,5
2813,2
2814,13
2815,13
2816,5
2817,4
2818,13
2819,13
2820,5
2821,13
2822,5
2823,14
2824,3
2825,8
2826,2
2827,0
2828,5
2829,0
2830,2
2831,5
2832,7
2833,2
2834,3
2835,3
2836,2
2837,8
2838,2
2839,8
2840,3
2841,3
2842,0
2843,14
2844,0
2845,3
2846,5
2847,2
2848,12
2849,5
2850,8
2851,5
2852,2
2853,3
2854,0
2855,3
2856,8
2857,13
2858,13
2859,3
2860,0
2861,0
2862,5
2863,8
2864,8
2865,0
2866,2
2867,0
2868,14
2869,2
2870,4
2871,13
2872,2
2873,0
2874,13
2875,0
2876,0
2877,2
2878,13
2879,14
2880,5
2881,5
2882,5
2883,13
2884,2
2885,13
2886,0
2887,9
2888,14
2889,0
2890,2
2891,13
2892,13
2893,8
2894,14
2895,5
2896,5
2897,0
2898,2
2899,8
2900,2
2901,9
2902,8
2903,8
2904,3
2905,0
2906,14
2907,5
2908,9
2909,3
2910,0
2911,2
2912,14
2913,3
2914,1
2915,5
2916,3
2917,8
2918,13
2919,5
2920,3
2921,2
2922,3
2923,3
2924,5
2925,5
2926,13
2927,13
2928,7
2929,3
2930,3
2931,13
2932,5
2933,0
2934,14
2935,0
2936,13
2937,3
2938,8
2939,0
2940,13
2941,5
2942,12
2943,13
2944,13
2945,8
2946,5
2947,1
2948,0
2949,5
2950,13
2951,5
2952,5
2953,13
2954,5
2955,11
2956,8
2957,0
2958,5
2959,3
2960,3
2961,2
2962,5
2963,2
2964,0
2965,13
2966,0
2967,8
2968,2
2969,3
2970,13
2971,5
2972,3
2973,0
2974,3
2975,8
2976,9
2977,8
2978,7
2979,2
2980,5
2981,0
2982,8
2983,3
2984,8
2985,0
2986,2
2987,3
2988,8
2989,2
2990,2
2991,13
2992,0
2993,8
2994,3
2995,3
2996,2
2997,3
